OID,PID
232,798
232,292
232,292
232,292
232,172
232,905
232,905
232,905
232,289
232,289
233,97
233,97
233,97
233,151
234,390
234,390
234,501
235,569
236,572
236,515
236,542
236,535
236,535
236,535
237,478
237,478
237,658
237,658
237,448
237,448
237,823
237,823
237,258
238,606
238,131
239,123
239,123
239,465
239,396
239,396
239,396
239,173
240,349
240,695
240,695
240,695
241,237
241,237
241,237
242,405
242,747
243,834
243,834
243,834
244,363
244,363
244,363
245,776
245,776
245,645
245,645
245,603
245,603
245,969
245,969
245,969
245,165
245,165
245,165
246,769
246,522
246,522
246,223
246,334
246,334
246,334
247,198
247,198
247,258
247,258
247,258
247,474
247,474
247,474
248,787
248,197
248,197
248,798
248,798
248,798
248,102
248,499
248,499
249,890
249,718
249,718
249,718
249,920
249,920
249,920
249,478
249,921
249,921
250,633
251,635
251,747
251,747
252,712
252,712
252,712
252,469
252,469
252,469
252,312
252,312
252,582
252,582
252,543
252,543
253,429
253,429
253,858
253,858
253,270
253,270
253,118
253,118
253,118
254,870
254,750
254,750
254,750
254,579
254,579
254,579
255,664
255,664
255,664
255,923
255,113
255,113
256,148
257,769
257,769
257,270
257,270
258,39
258,39
259,963
259,963
259,963
259,688
259,688
259,688
260,427
260,955
260,955
260,955
260,236
260,236
260,236
260,239
260,239
260,239
261,615
261,882
261,882
262,61
262,61
262,61
262,892
262,892
262,41
262,41
262,41
263,805
263,714
263,793
263,793
263,369
263,369
263,369
264,669
264,669
264,669
264,333
264,588
264,588
264,29
265,143
265,143
265,830
265,830
265,830
265,174
265,266
265,266
265,266
265,747
265,747
266,932
266,278
266,670
266,670
266,670
266,482
266,482
267,863
267,863
267,863
267,851
267,851
267,697
267,697
267,697
267,736
267,736
268,452
268,452
268,895
268,895
268,895
269,317
269,317
269,317
269,71
269,71
269,71
269,563
269,563
269,563
269,561
269,561
269,561
269,855
270,145
270,296
270,296
270,296
270,350
270,350
270,146
271,920
271,920
271,920
271,628
271,628
271,628
271,837
271,837
272,668
272,668
272,668
272,365
272,365
272,890
272,890
272,171
272,171
273,489
273,489
273,285
273,285
273,210
273,210
273,210
273,659
273,659
273,170
273,170
274,421
274,539
274,539
275,703
275,1
275,1
275,457
275,457
275,952
276,437
276,437
276,437
277,445
277,445
277,445
277,881
277,881
277,135
277,556
277,321
278,747
278,127
278,127
278,616
278,616
278,437
278,437
278,437
279,572
279,712
279,500
279,500
280,659
280,659
280,659
280,264
281,425
281,425
281,936
281,936
281,936
281,768
281,768
281,768
281,775
281,775
282,225
282,225
282,225
282,545
282,545
282,3
282,3
282,3
282,576
282,576
282,576
282,541
282,541
283,164
283,170
283,170
283,734
283,734
283,44
283,44
284,686
284,686
284,686
284,626
284,13
285,112
285,503
285,503
285,503
286,856
286,293
286,293
286,324
286,324
286,324
286,295
286,295
286,295
286,94
287,417
287,417
287,417
287,270
287,270
287,270
288,694
288,694
288,478
288,478
288,478
288,835
288,835
288,640
288,640
288,640
289,597
289,597
289,551
289,952
289,594
289,594
289,103
289,103
290,863
290,863
290,863
290,866
290,866
290,643
291,512
291,512
291,716
291,716
291,698
291,698
291,127
291,127
292,764
292,764
292,191
292,191
292,191
292,795
292,795
292,966
293,800
293,99
293,99
293,99
293,383
293,383
293,383
293,959
293,959
293,959
294,543
294,543
294,543
295,414
295,414
295,760
295,760
295,760
295,259
295,259
295,588
295,588
295,588
295,260
296,847
296,234
296,234
296,198
296,198
297,969
297,793
297,793
297,793
297,967
297,967
297,967
297,484
297,484
297,484
297,821
297,821
297,821
298,42
299,121
299,431
299,431
299,431
299,804
299,804
299,804
299,56
299,56
299,56
299,81
300,429
300,632
300,163
300,163
301,103
301,103
301,103
301,384
302,820
302,820
303,151
303,153
303,387
303,169
303,505
304,153
304,153
304,153
304,184
304,339
304,239
304,79
304,79
305,832
306,817
306,817
306,11
306,582
306,582
306,582
306,540
307,66
307,66
307,165
307,165
307,531
307,531
307,531
307,207
307,207
307,207
307,689
308,349
308,437
308,498
308,444
308,444
308,444
309,41
309,41
309,41
310,688
310,790
310,790
311,689
311,689
311,689
312,902
312,902
312,546
312,476
313,646
313,646
313,646
313,963
313,963
313,963
313,118
314,563
314,563
314,563
314,957
315,696
316,350
316,350
316,350
316,823
316,823
316,823
317,894
317,894
317,969
317,530
318,515
318,548
318,548
318,548
319,361
320,495
320,495
320,78
320,781
320,111
320,111
320,111
321,717
321,717
321,717
321,525
321,666
321,666
321,666
321,711
321,711
321,711
321,555
322,221
323,890
323,307
323,307
323,307
323,239
323,953
323,953
324,244
324,244
324,244
324,824
324,824
324,824
324,750
324,774
324,774
324,774
325,710
325,710
325,710
325,645
325,589
326,476
326,507
326,731
326,731
326,731
326,835
326,835
326,835
327,962
327,962
327,962
327,600
327,600
328,169
328,169
328,169
329,52
329,52
330,311
331,60
331,60
331,60
332,402
332,3
332,3
332,3
333,899
333,899
333,841
333,841
334,948
334,948
334,782
334,857
334,257
334,619
334,619
335,467
335,41
335,203
335,453
336,362
336,747
336,90
336,90
336,90
336,611
336,611
336,611
337,541
337,541
337,709
338,84
338,84
338,61
338,61
338,9
338,9
339,80
339,80
339,141
340,713
340,713
340,713
340,222
340,222
340,222
340,850
340,850
340,850
341,783
341,783
341,731
341,731
341,553
341,553
341,553
341,121
342,73
342,73
342,73
343,38
344,718
344,718
344,718
344,287
345,707
346,263
346,404
346,52
346,52
346,125
346,125
347,364
348,790
348,790
348,404
348,404
348,433
348,433
348,433
348,226
348,226
348,330
348,330
349,753
349,753
349,753
349,477
349,477
349,477
349,493
349,671
349,671
350,263
350,483
350,483
350,663
350,663
350,663
350,935
350,935
350,935
351,285
351,285
351,285
351,699
351,699
351,699
351,177
351,864
351,608
352,831
352,831
352,831
352,191
352,191
352,191
353,393
353,393
353,393
353,867
353,867
353,426
353,426
353,426
353,58
353,58
353,58
354,247
354,247
354,70
355,223
355,85
355,85
355,85
355,668
356,200
356,200
356,200
356,701
356,701
356,701
357,658
357,658
357,658
357,939
358,321
359,741
359,741
360,822
360,822
360,822
361,502
361,502
361,502
361,56
361,830
361,830
361,830
362,378
362,378
362,497
362,497
362,826
362,826
362,826
362,823
362,689
362,689
363,42
363,42
363,438
363,438
363,438
363,438
363,438
363,839
363,839
363,872
363,872
363,872
364,536
364,536
365,30
365,30
365,30
366,707
366,614
366,614
366,614
366,805
366,405
366,405
366,405
367,7
367,7
367,7
367,369
367,369
368,660
368,660
368,660
368,922
368,803
368,803
368,659
368,659
368,659
368,156
368,156
368,156
369,92
369,92
369,92
370,145
370,145
370,145
370,839
370,311
370,311
371,774
371,774
371,774
371,208
371,208
371,825
371,825
371,367
371,367
371,367
372,216
372,216
372,830
372,830
372,573
372,653
372,653
372,567
372,567
373,514
373,514
373,966
373,966
373,171
373,645
373,558
373,558
374,897
374,897
374,70
374,70
374,517
374,517
374,517
375,674
375,722
375,722
375,722
375,51
375,51
375,51
375,646
375,646
375,646
376,629
376,629
376,168
376,737
376,737
377,265
377,265
378,149
378,149
378,149
378,944
379,222
379,222
380,663
380,663
381,340
381,340
381,794
381,715
381,715
381,135
382,70
382,70
382,70
382,402
382,834
382,834
382,827
383,146
383,146
383,146
383,355
383,936
383,936
384,122
384,122
384,801
384,801
384,722
384,722
384,808
384,808
385,87
386,185
386,185
386,49
386,599
386,599
386,599
386,843
386,843
386,843
386,498
386,498
386,498
387,545
387,545
387,840
388,476
388,476
388,366
388,74
388,415
388,415
388,415
388,18
389,389
389,389
389,389
390,713
390,713
390,463
390,463
390,617
390,617
390,617
390,729
390,729
390,729
390,246
391,917
391,849
391,377
391,377
392,461
392,461
392,461
392,225
392,225
392,225
392,70
392,70
392,750
392,750
392,750
392,877
392,877
392,877
393,560
393,560
393,560
393,853
393,853
393,853
393,2
394,65
394,172
394,172
394,172
394,172
394,172
394,824
394,824
395,605
395,605
396,663
396,663
396,663
397,334
398,825
398,825
398,825
398,246
398,246
398,94
398,127
398,127
399,30
400,880
400,880
400,107
400,107
400,107
400,845
400,845
400,915
400,228
400,228
400,228
401,970
401,970
401,309
401,309
401,446
401,446
401,514
402,905
402,905
402,905
402,286
402,286
402,286
402,67
402,67
403,244
403,244
403,244
403,835
403,835
403,712
403,476
403,476
404,830
404,830
404,830
404,581
404,581
405,374
405,374
405,374
405,227
405,227
405,227
405,845
405,845
405,845
405,60
405,373
406,311
406,311
406,456
406,658
406,76
406,76
406,76
407,816
407,454
407,454
407,454
407,542
407,542
407,900
407,900
407,900
408,207
408,630
408,630
408,706
408,706
408,706
408,803
408,803
408,803
409,579
409,579
409,502
409,413
409,413
409,413
409,186
409,186
409,493
409,493
409,493
410,543
410,543
410,543
410,40
410,40
410,368
410,368
410,521
410,521
410,521
410,375
410,375
411,389
411,389
411,476
411,476
411,188
411,188
411,188
411,687
411,687
411,687
411,277
411,277
411,277
412,232
412,232
412,232
413,923
413,923
413,923
413,300
413,300
413,933
413,933
413,933
413,851
413,851
413,851
413,284
414,319
414,319
414,319
414,518
414,518
414,518
414,482
414,521
414,521
415,663
415,705
415,522
415,522
416,64
416,641
416,701
416,392
416,392
416,392
417,898
418,877
418,704
418,704
419,228
419,228
419,228
419,706
419,706
420,140
420,140
420,140
420,687
420,687
420,687
421,347
421,691
422,553
422,553
422,118
422,118
422,118
422,681
422,148
422,148
423,955
423,955
423,955
423,420
423,420
423,246
423,246
423,470
423,470
423,962
423,962
423,962
424,646
424,646
424,579
424,579
424,579
425,357
425,916
425,916
426,751
426,751
426,751
426,464
426,464
427,928
427,109
427,109
427,109
428,522
428,522
429,458
429,854
429,854
429,854
429,755
429,755
429,755
430,677
430,246
430,246
430,246
430,918
431,513
431,513
431,513
432,17
432,17
432,17
432,358
432,258
432,258
432,258
432,899
432,899
432,899
432,5
432,5
432,5
433,128
433,128
433,128
433,467
433,467
434,392
434,744
434,744
434,744
434,581
434,581
434,279
434,641
435,708
435,708
435,708
435,825
435,825
435,264
435,260
435,260
435,260
436,912
436,912
436,912
436,285
436,285
436,151
436,151
436,151
436,482
436,482
436,482
437,940
438,602
438,602
438,602
438,228
438,228
438,451
438,451
438,451
438,399
438,399
439,874
439,874
439,874
439,371
439,320
439,320
440,94
440,875
440,875
440,875
440,447
440,123
440,123
440,123
440,853
441,92
441,92
441,69
441,69
441,69
441,870
441,870
441,870
441,184
441,9
441,9
441,9
442,620
443,758
443,758
443,691
443,691
444,788
444,946
444,302
444,302
444,302
444,847
444,847
444,388
445,350
445,350
445,350
445,387
446,554
446,554
446,554
446,816
446,596
446,596
446,201
447,909
447,159
447,530
447,530
447,369
447,369
447,369
448,216
448,223
448,223
448,419
448,419
448,325
448,831
449,116
449,754
449,754
449,14
449,14
449,14
450,780
450,704
450,704
451,571
451,32
451,32
451,32
451,617
451,617
451,617
451,898
451,898
451,898
451,99
451,99
451,99
452,444
452,444
452,444
452,275
452,275
452,567
452,192
452,192
453,871
453,871
453,871
453,318
453,318
454,825
454,825
454,43
454,29
454,29
454,170
454,170
455,183
455,183
455,187
455,69
456,597
457,49
457,49
457,808
457,808
458,681
458,681
458,159
458,159
458,418
459,714
459,714
459,425
459,425
459,406
459,406
459,671
459,671
459,671
459,826
459,826
460,141
460,141
460,141
460,368
460,464
460,464
460,71
460,71
461,149
461,149
461,194
461,242
461,624
461,624
461,624
462,209
462,209
462,209
462,630
462,539
462,539
462,539
462,923
462,923
462,327
462,327
462,327
463,65
463,99
463,99
463,896
463,896
463,896
464,298
464,298
464,879
464,879
464,849
464,849
465,301
465,486
465,486
465,135
465,135
465,135
465,268
465,268
465,12
465,12
465,12
466,442
466,764
466,764
467,787
467,642
467,642
467,642
468,750
468,750
468,750
468,139
468,139
468,541
468,541
468,541
468,930
469,722
469,447
470,779
470,779
470,779
471,371
471,371
471,427
471,900
471,900
471,900
471,607
471,607
472,278
472,292
473,351
473,351
473,351
473,658
473,658
473,929
473,929
474,350
474,407
474,322
474,369
474,369
474,369
474,598
474,598
475,435
476,395
477,804
478,446
478,446
478,446
478,356
478,356
478,356
478,36
478,36
478,36
478,699
478,699
478,699
478,796
478,796
479,497
479,561
479,561
479,74
479,74
479,660
479,505
480,781
481,302
481,369
481,369
481,369
481,334
481,334
482,697
482,264
482,264
482,264
482,195
482,195
482,195
483,184
483,184
483,184
483,452
483,452
483,648
483,648
483,237
483,237
483,237
484,884
484,884
484,884
484,271
484,271
485,906
485,714
485,714
485,714
485,472
485,472
486,957
486,957
486,957
487,569
487,866
487,866
487,866
487,204
487,100
487,100
487,100
488,786
488,786
488,916
488,916
488,542
488,542
488,542
488,616
488,616
488,616
488,50
488,50
488,50
489,733
489,733
489,733
489,771
489,771
489,825
489,526
489,526
489,526
490,376
490,277
490,277
490,277
491,628
491,659
491,659
491,659
491,563
491,571
491,363
491,363
492,585
492,585
492,392
492,118
492,118
492,842
492,842
492,103
492,103
492,103
493,670
493,514
493,514
493,514
493,393
493,115
493,115
493,115
494,332
494,332
494,332
494,83
494,83
494,329
494,329
495,678
495,678
495,496
495,802
495,770
496,278
496,278
496,278
497,151
497,683
497,578
497,660
497,660
497,642
498,515
498,515
498,76
499,295
499,295
499,295
499,885
499,885
499,885
499,412
499,412
499,444
499,444
499,444
499,595
499,595
500,593
500,952
500,952
501,966
501,966
501,966
501,393
501,671
501,671
501,671
502,943
503,22
503,22
503,913
504,628
504,628
504,628
504,524
504,524
504,419
504,419
504,419
504,679
504,679
504,679
505,138
506,150
506,150
506,150
507,229
507,229
507,229
508,904
508,904
508,904
508,451
508,451
508,451
508,828
508,112
509,814
510,831
510,831
510,831
510,16
510,16
511,845
511,845
511,845
511,661
511,453
511,708
511,1
511,1
511,1
512,513
512,513
512,513
512,773
512,773
512,618
512,946
513,192
513,192
513,192
513,417
513,417
514,793
514,793
514,206
514,380
515,598
515,598
515,902
515,902
516,494
516,894
516,894
516,159
516,159
516,159
517,531
517,531
517,371
517,371
517,519
517,519
517,519
518,154
518,154
518,10
518,689
518,416
518,416
518,416
519,778
519,778
519,778
519,817
519,817
519,744
519,744
519,866
519,866
520,47
520,47
520,47
520,724
520,724
520,724
520,242
520,935
520,935
520,314
520,314
520,314
521,869
521,869
521,869
521,817
521,817
521,817
521,856
521,382
521,382
522,277
522,277
522,277
522,711
522,711
522,711
522,632
522,632
522,544
522,544
522,899
522,899
522,899
523,912
523,912
523,745
523,745
523,745
523,137
523,876
523,876
523,876
523,803
524,600
525,130
525,130
525,56
525,56
525,222
525,855
525,855
526,967
526,967
526,967
526,308
526,308
526,821
526,821
526,821
527,150
527,895
527,895
527,785
527,950
527,950
527,418
527,418
528,727
528,727
528,809
528,950
528,950
528,950
529,342
529,921
529,922
530,393
530,393
530,511
530,511
530,181
531,126
531,126
531,864
531,864
531,864
532,346
532,346
533,152
533,795
533,864
533,864
533,864
534,513
534,513
534,236
534,236
534,743
534,502
535,423
535,423
535,620
535,620
535,950
535,950
535,271
535,271
536,508
536,508
536,508
536,598
537,296
537,296
537,296
537,328
537,328
537,948
538,365
538,365
538,314
538,314
538,604
538,604
539,733
539,733
540,816
540,816
540,816
540,155
540,155
540,155
540,679
541,152
541,152
541,152
541,554
541,107
541,169
541,169
542,798
542,798
542,696
542,696
542,696
542,630
542,630
542,951
542,951
542,951
542,551
543,739
543,739
543,789
543,789
544,475
544,475
544,799
545,731
545,731
545,727
545,727
545,727
545,190
545,190
545,190
546,905
546,850
546,763
546,763
546,763
546,24
546,24
546,162
546,162
546,162
547,860
547,860
547,860
547,740
547,795
547,795
547,261
547,261
548,38
549,915
549,915
550,612
550,612
550,208
550,208
550,208
550,151
550,600
550,600
550,49
550,49
550,49
551,80
551,197
551,197
551,197
551,143
552,785
552,785
552,785
552,242
552,242
552,938
552,938
552,938
552,75
552,75
552,148
553,857
554,56
554,56
554,204
554,204
554,625
554,153
555,306
555,306
555,768
555,768
555,768
556,45
556,45
556,45
556,836
556,836
557,773
557,823
557,823
557,823
557,396
557,396
557,893
557,35
558,548
558,813
559,595
559,411
559,411
559,636
559,636
559,636
560,96
560,96
560,96
560,532
560,532
560,19
560,19
560,437
560,437
560,155
561,850
561,850
561,697
561,697
561,911
561,914
562,123
562,123
562,123
562,206
562,161
563,601
563,601
563,213
564,840
564,743
564,743
564,679
564,926
564,926
564,926
564,698
564,698
564,698
565,245
565,245
565,245
565,105
565,105
565,105
565,831
566,462
566,462
566,462
566,111
566,111
566,111
567,36
567,909
567,909
567,970
568,789
568,789
568,592
568,592
568,773
568,773
568,773
569,639
569,952
569,952
569,952
570,927
570,927
570,927
571,228
571,228
571,659
571,659
571,659
571,733
572,793
572,793
572,793
572,835
572,835
572,835
572,160
572,160
572,160
572,352
572,352
573,107
573,107
573,365
573,777
573,777
573,777
573,715
573,715
573,715
573,319
573,319
574,266
574,266
574,329
574,329
574,329
575,306
575,306
575,306
575,520
575,281
575,778
575,778
575,778
575,193
575,193
576,56
576,56
576,56
576,674
576,674
576,674
577,336
577,358
578,347
578,347
578,522
578,522
578,522
578,169
578,169
578,169
578,936
578,936
579,403
579,403
579,76
579,189
579,189
579,189
580,794
580,794
580,794
580,449
580,507
580,507
580,507
580,439
581,7
581,7
581,199
581,199
581,199
581,811
581,811
581,811
581,713
581,713
581,713
581,792
581,792
581,792
582,209
582,209
582,209
582,42
